date,away,away_score,home,home_score,away_1st_half,away_2nd_half,away_OT,home_1st_half,home_2nd_half,home_OT,spread,over_under
2016-11-13,Central Connecticut State,58,Seton Hall,82,25,33,,44,38,,28.0,143.5
2016-11-13,Cornell,78,Siena,89,34,44,,48,41,,14.5,150.5
2016-11-13,Eastern Michigan,64,Southern Methodist,91,32,32,,46,45,,13.0,144.0
2016-11-13,Rice,94,James Madison,70,46,48,,40,30,,6.0,153.0
2016-11-13,Jacksonville State,65,Missouri State,91,20,45,,45,46,,9.0,144.0
2016-11-13,Niagara,79,Brown,88,36,43,,42,46,,5.5,146.5
2016-11-13,UC Davis,89,Northern Arizona,76,47,42,,23,53,,-5.5,144.0
2016-11-13,Chattanooga,57,North Carolina,97,33,24,,44,53,,15.5,155.5
2016-11-13,Drexel,66,Rutgers,87,26,40,,41,46,,10.5,143.5
2016-11-13,Bowling Green,72,South Dakota,78,27,45,,33,45,,3.0,
2016-11-13,Delaware,63,Bradley,49,34,29,,15,34,,8.0,133.0
2016-11-13,UTSA,64,Oregon State,72,37,27,,29,43,,17.0,151.0
2016-11-13,Tennessee State,69,Santa Clara,61,35,34,,22,39,,-2.0,141.5
2016-11-13,Canisius,69,Kentucky,93,35,34,,44,49,,30.0,153.0
2016-11-13,Duquesne,74,Penn State,82,29,45,,33,49,,10.0,159.0
2016-11-13,Holy Cross,49,South Carolina,81,32,17,,44,37,,12.0,140.5
2016-11-13,Northern Kentucky,64,Illinois,79,33,31,,31,48,,17.5,150.0
2016-11-13,Nebraska-Omaha,72,USC,82,37,35,,34,48,,12.0,166.5
2016-11-13,Portland State,100,Cal State-Fullerton,106,41,39,,43,37,,5.5,155.5
2016-11-13,Robert Morris,72,DePaul,78,31,41,,34,44,,11.5,141.5
2016-11-13,Yale,98,Washington,90,49,49,,35,55,,14.5,153.0
2016-11-13,Florida Atlantic,68,Southern Illinois-Edwardsville,77,33,35,,40,37,,-5.0,144.0
2016-11-13,Alabama A&M,44,Missouri,99,20,24,,49,50,,18.0,140.0
2016-11-13,Long Beach State,55,Wichita State,92,33,22,,43,49,,10.5,144.0
2016-11-13,Mercer,54,Florida,76,14,40,,36,40,,16.0,143.5
2016-11-13,Sacramento State,61,Nebraska,83,33,28,,36,47,,17.0,137.5
2016-11-13,Cal Poly,74,Arizona State,96,38,36,,39,57,,14.5,150.0
2016-11-13,Cal State-Northridge,87,UCLA,102,42,45,,40,62,,19.0,171.0
2016-11-13,Texas State,68,Hawaii,74,38,30,,26,48,,3.0,133.0
2016-11-14,Binghamton,61,St. John's,77,32,29,,39,38,,14.5,149.0
2016-11-14,Albany,51,Cincinnati,74,27,24,,29,45,,15.5,140.5
2016-11-14,Buffalo,53,Xavier,86,25,28,,44,42,,15.0,161.5
2016-11-14,College of Charleston,71,Coastal Carolina,64,35,36,,30,34,,,
2016-11-14,Columbia,65,Saint Joseph's,85,27,38,,50,35,,6.5,150.5
2016-11-14,Detroit,78,East Tennessee State,107,33,45,,43,64,,15.5,157.5
2016-11-14,Marist,65,Rhode Island,107,34,31,,59,48,,22.5,146.5
2016-11-14,Northeastern,64,Connecticut,61,35,29,,31,30,,13.0,135.5
2016-11-14,Old Dominion,64,Richmond,61,31,33,,27,34,,6.0,133.5
2016-11-14,UMass,88,Mississippi,90,48,40,,40,50,,11.0,167.0
2016-11-14,UNC Wilmington,78,Eastern Kentucky,69,34,29,,24,39,,-8.0,165.5
2016-11-14,Vermont,58,Providence,80,28,30,,34,46,,4.5,149.0
2016-11-14,Villanova,79,Purdue,76,39,40,,39,37,,-2.5,148.0
2016-11-14,Western Michigan,60,Oakland,77,26,34,,30,47,,7.0,169.0
2016-11-14,William & Mary,58,Louisville,91,31,27,,44,47,,17.5,149.5
2016-11-14,Charlotte,100,Elon,95,44,56,,43,52,,4.0,164.0
2016-11-14,Eastern Illinois,67,Troy,70,27,40,,38,32,,7.0,144.0
2016-11-14,Furman,84,UAB,74,45,39,,46,28,,14.5,144.5
2016-11-14,Louisiana-Monroe,59,Texas,80,28,31,,37,43,,17.5,148.0
2016-11-14,Southern Illinois,65,Arkansas,90,25,40,,56,34,,17.0,159.5
2016-11-14,Southern Utah,76,Saint Louis,88,32,44,,37,51,,9.5,153.5
2016-11-14,Texas-Arlington,67,Minnesota,84,41,26,,35,49,,1.5,158.5
2016-11-14,Central Michigan,86,Tennessee Tech,74,40,46,,34,40,,-4.5,160.5
2016-11-14,Howard,49,Marquette,81,23,26,,34,47,,26.0,152.5
2016-11-14,Eastern Washington,72,Northwestern,86,38,34,,46,40,,18.0,150.5
2016-11-14,Georgia State,65,Auburn,83,30,35,,35,48,,7.5,154.5
2016-11-14,Louisiana-Lafayette,83,Montana State,84,41,42,,41,43,,2.5,156.5
2016-11-14,Seattle,55,Colorado,67,31,24,,31,36,,22.0,144.0
2016-11-14,Wyoming,73,Montana,72,41,32,,35,37,,6.0,145.5
2016-11-14,Loyola Marymount,64,Nevada,79,26,38,,35,44,,10.0,145.0
2016-11-14,Princeton,73,BYU,82,35,38,,44,38,,3.5,159.5
2016-11-14,Samford,83,San Diego,65,37,46,,25,40,,-2.0,139.0
2016-11-14,South Dakota State,58,UC Irvine,73,23,35,,37,36,,2.0,145.5
2016-11-14,Southern Illinois-Edwardsville,58,Texas State,86,24,34,,49,37,,3.5,136.0
2016-11-15,Wisconsin-Green Bay,58,Pacific,76,27,31,,26,50,,-1.0,167.5
2016-11-15,Florida Atlantic,63,Hawaii,64,27,36,,30,34,,6.5,145.5
2016-11-15,Niagara,78,Hartford,82,26,44,,33,37,,2.0,146.0
2016-11-15,Winthrop,94,Manhattan,81,53,41,,44,37,,-3.5,155.0
2016-11-15,Longwood,60,Stephen F. Austin,66,27,33,,31,35,,18.5,146.5
2016-11-15,Dayton,77,Alabama,72,31,46,,36,36,,1.0,145.0
2016-11-15,Oregon,49,Baylor,66,23,26,,33,33,,2.0,151.0
2016-11-15,Maryland,76,Georgetown University,75,31,45,,31,44,,6.5,156.5
2016-11-15,Monmouth,69,South Carolina,70,22,38,,29,31,,5.5,156.0
2016-11-15,Appalachian State,94,Tennessee,103,38,56,,50,53,,12.5,157.5
2016-11-15,Canisius,64,Cleveland State,67,36,28,,31,36,,2.5,137.5
2016-11-15,Delaware,68,La Salle,74,27,41,,26,48,,15.5,142.5
2016-11-15,Fairfield,79,Dartmouth,62,41,38,,33,29,,-2.0,153.5
2016-11-15,Indiana State,80,Ball State,74,33,31,,32,32,,7.5,147.5
2016-11-15,Iona,78,Florida State,99,32,46,,47,52,,14.0,171.5
2016-11-15,Miami-Ohio,87,Wright State,89,32,55,,53,36,,7.5,145.0
2016-11-15,Michigan State,48,Kentucky,69,26,22,,34,35,,6.5,154.0
2016-11-15,Siena,75,George Washington,77,33,42,,34,43,,2.5,156.0
2016-11-15,Murray State,81,Middle Tennessee,87,39,42,,41,46,,8.5,150.5
2016-11-15,North Texas,43,Texas Tech,70,24,19,,37,33,,19.5,147.5
2016-11-15,Long Beach State,67,North Carolina,93,27,40,,50,43,,22.0,170.5
2016-11-15,Nebraska-Omaha,68,Kansas State,81,31,37,,42,39,,12.5,157.0
2016-11-15,Southern Mississippi,61,LSU,78,25,36,,37,41,,19.0,152.0
2016-11-15,Youngstown State,98,Toledo,103,27,60,,43,44,,11.0,169.5
2016-11-15,Wisconsin,67,Creighton,79,30,37,,33,46,,-2.0,144.0
2016-11-15,Belmont,66,Vanderbilt,80,21,45,,36,44,,5.0,165.5
2016-11-15,Duke,75,Kansas,77,34,41,,29,48,,-2.0,168.0
2016-11-15,Cal State-Northridge,69,Stanford,96,34,35,,47,49,,12.0,162.0
2016-11-15,Portland,79,San Jose State,66,32,47,,35,31,,-1.5,
2016-11-15,Weber State,68,Pepperdine,69,29,39,,28,41,,1.5,146.5
2016-11-16,Brown,72,Rhode Island,79,33,39,,41,38,,24.5,157.0
2016-11-16,IPFW,57,Illinois State,75,24,33,,41,34,,6.0,156.0
2016-11-16,Morehead State,77,Marshall,85,42,35,,44,41,,3.5,163.0
2016-11-16,Northwestern,68,Butler,70,32,36,,29,41,,7.5,147.5
2016-11-16,UMass-Lowell,78,Indiana,100,36,42,,53,47,,28.5,172.0
2016-11-16,Southeast Missouri State,74,Western Illinois,71,29,45,,34,37,,10.5,144.0
2016-11-16,Tulsa,53,Wichita State,80,30,23,,44,36,,23.0,144.0
2016-11-16,UTSA,78,UIC,86,32,46,,38,48,,7.0,156.0
2016-11-16,Wisconsin-Milwaukee,54,Memphis,68,24,30,,38,30,,16.5,154.5
2016-11-16,Idaho,49,Northern Illinois,63,21,28,,21,42,,5.5,143.5
2016-11-16,Jacksonville State,67,Western Kentucky,74,30,37,,30,44,,12.0,152.0
2016-11-16,Lamar,63,Oregon State,60,29,34,,25,35,,17.5,152.5
2016-11-16,San Francisco,75,UC-Santa Barbara,63,33,42,,33,30,,7.0,142.0
2016-11-16,UC Riverside,62,UNLV,74,26,36,,37,37,,6.5,142.0
2016-11-16,UC Irvine,65,California,75,31,31,,23,39,,15.0,133.5
2016-11-17,Clemson,95,Davidson,78,47,48,,34,44,,-4.0,149.5
2016-11-17,Western Michigan,65,Villanova,76,33,32,,44,32,,23.0,149.0
2016-11-17,Xavier,83,Missouri,82,36,35,,38,33,,-14.0,151.5
2016-11-17,Wake Forest,103,UTEP,81,63,40,,44,37,,-10.0,158.0
2016-11-17,Long Beach State,56,Louisville,88,27,29,,42,46,,21.0,154.5
2016-11-17,Northern Iowa,82,Arizona State,63,37,45,,29,34,,3.5,144.0
2016-11-17,Mississippi State,61,Central Florida,86,33,28,,53,33,,-4.0,143.5
2016-11-17,Arkansas State,78,Georgetown University,72,48,30,,29,43,,22.0,159.5
2016-11-17,Boise State,47,College of Charleston,60,20,27,,30,30,,,
2016-11-17,East Carolina,64,Charlotte,76,24,40,,25,51,,5.5,154.5
2016-11-17,Elon,74,South Florida,61,39,35,,26,35,,-4.5,153.0
2016-11-17,Furman,78,Georgia,84,31,47,,36,48,,14.0,139.0
2016-11-17,Pittsburgh,67,Southern Methodist,76,33,34,,31,45,,5.0,147.5
2016-11-17,Providence,67,Ohio State,72,28,39,,38,34,,6.5,145.0
2016-11-17,St. Bonaventure,66,Florida,73,32,34,,38,35,,13.0,153.5
2016-11-17,Temple,67,UMass,70,34,33,,33,37,,3.5,158.5
2016-11-17,Tulane,70,Oklahoma,89,35,35,,38,51,,14.0,152.5
2016-11-17,Eastern Illinois,69,Saint Louis,74,44,25,,33,41,,4.0,147.5
2016-11-17,Eastern Washington,52,Texas,85,24,28,,39,46,,20.5,157.5
2016-11-17,Troy,51,UAB,74,17,34,,32,42,,12.5,150.0
2016-11-17,Rutgers,66,DePaul,59,33,33,,26,33,,2.0,143.5
2016-11-17,Eastern Kentucky,64,Auburn,85,34,30,,37,48,,15.5,168.5
2016-11-17,Louisiana-Monroe,70,Colorado,89,23,47,,48,41,,20.0,141.5
2016-11-17,Seton Hall,91,Iowa,83,42,49,,44,39,,2.0,155.5
2016-11-17,Valparaiso,54,Oregon,76,30,24,,37,39,,12.5,144.5
2016-11-17,Michigan,79,Marquette,61,50,29,,26,35,,,147.0
2016-11-17,Connecticut,65,Loyola Marymount,62,34,31,,34,28,,-5.5,137.5
2016-11-17,Denver,74,San Jose State,69,38,36,,37,32,,2.0,154.0
2016-11-17,Weber State,49,Stanford,67,20,29,,36,31,,12.5,147.0
2016-11-17,Cal State-Fullerton,88,Washington,104,42,46,,53,51,,15.0,163.5
2016-11-17,San Diego,68,UCLA,88,33,35,,41,47,,28.0,155.5
2016-11-18,Davidson,70,Missouri,55,37,33,,23,32,,-6.0,159.0
2016-11-18,Loyola-Chicago,57,Saint Joseph's,71,26,31,,35,36,,5.5,136.5
2016-11-18,Clemson,77,Xavier,83,32,45,,41,42,,2.5,147.0
2016-11-18,Villanova,96,Wake Forest,77,47,49,,37,40,,-12.5,155.5
2016-11-18,Oral Roberts,88,Mississippi,95,34,45,,37,42,,8.0,159.0
2016-11-18,Western Michigan,75,UTEP,85,32,43,,37,48,,-4.0,153.5
2016-11-18,Pittsburgh,78,Marquette,75,33,45,,44,31,,2.0,148.5
2016-11-18,Arizona State,80,Tulane,71,40,40,,29,42,,-10.0,154.0
2016-11-18,Austin Peay,77,Northern Kentucky,69,27,50,,35,34,,2.0,154.5
2016-11-18,Montana,72,North Carolina State,85,40,32,,38,47,,8.5,151.0
2016-11-18,Canisius,78,Duquesne,77,43,35,,41,36,,6.5,154.5
2016-11-18,Delaware,68,Miami-Ohio,66,35,33,,29,37,,4.0,138.5
2016-11-18,Georgia State,56,Purdue,64,30,26,,27,37,,18.0,140.5
2016-11-18,Hofstra,68,Manhattan,80,34,34,,42,38,,-2.5,149.0
2016-11-18,Jacksonville State,60,TCU,79,31,29,,36,43,,20.0,143.5
2016-11-18,Mississippi State,80,Boise State,68,37,43,,29,39,,-1.0,143.5
2016-11-18,Monmouth,50,Syracuse,71,29,21,,37,34,,13.0,144.5
2016-11-18,Northern Iowa,73,Oklahoma,67,18,41,,31,28,,6.0,142.5
2016-11-18,Southern Methodist,54,Michigan,76,25,29,,44,32,,-1.0,137.5
2016-11-18,USC,65,Texas A&M,63,31,34,,29,34,,6.5,141.5
2016-11-18,Idaho,65,Arkansas-Little Rock,57,29,36,,21,36,,8.5,135.0
2016-11-18,Cleveland State,74,Tennessee-Martin,85,23,51,,50,35,,3.0,135.5
2016-11-18,Coppin State,51,Utah,94,25,26,,53,41,,32.0,146.5
2016-11-18,Detroit,69,Illinois,89,30,39,,39,50,,19.5,158.5
2016-11-18,Ohio,67,Georgia Tech,61,27,40,,32,29,,-3.5,151.5
2016-11-18,Siena,65,Kansas,86,30,35,,40,46,,23.0,160.0
2016-11-18,Southeast Missouri State,78,Bradley,84,35,43,,38,46,,4.5,134.0
2016-11-18,Southern Illinois,101,Southern Illinois-Edwardsville,83,54,47,,33,50,,-3.0,151.0
2016-11-18,Texas-Arlington,67,Arkansas,71,43,24,,32,39,,12.0,165.5
2016-11-18,Florida International,64,South Alabama,69,26,31,,26,31,,8.0,146.5
2016-11-18,Washington State,77,Creighton,103,36,41,,60,43,,14.0,154.5
2016-11-18,Ball State,59,Alabama,77,26,33,,36,41,,8.5,137.5
2016-11-18,James Madison,73,Montana State,80,32,41,,39,41,,2.0,152.5
2016-11-18,New Mexico State,59,New Mexico,72,30,29,,29,43,,8.0,142.0
2016-11-18,St. John's,86,Minnesota,92,31,55,,41,51,,7.0,151.5
2016-11-18,Central Florida,60,College of Charleston,40,28,32,,21,19,,5.0,131.0
2016-11-18,Oregon State,58,Nevada,83,25,33,,48,35,,9.0,140.0
2016-11-18,Sacred Heart,65,Arizona,95,25,40,,49,46,,28.5,150.0
2016-11-19,North Carolina,83,Hawaii,68,35,48,,27,41,,-23.5,158.5
2016-11-19,Grambling State,54,Providence,71,26,28,,39,32,,25.0,134.0
2016-11-19,Duke,78,Penn State,68,36,42,,24,44,,-19.0,163.0
2016-11-19,Eastern Kentucky,71,Texas Tech,90,41,30,,46,44,,21.5,149.0
2016-11-19,Morehead State,56,Evansville,69,29,27,,33,36,,1.5,142.5
2016-11-19,Northern Kentucky,74,Delaware,53,20,54,,21,32,,2.0,140.0
2016-11-19,Rice,100,Nebraska-Omaha,87,43,57,,41,46,,4.5,170.0
2016-11-19,Saint Mary's-California,61,Dayton,57,39,22,,26,31,,-2.5,144.5
2016-11-19,Cincinnati,71,Rhode Island,76,39,32,,31,45,,-2.0,134.5
2016-11-19,Saint Peter's,41,Fordham,63,20,21,,33,30,,3.5,135.5
2016-11-19,Youngstown State,75,South Alabama,84,36,39,,36,48,,4.5,164.0
2016-11-19,Austin Peay,70,Miami-Ohio,76,28,42,,40,36,,5.0,148.5
2016-11-19,Loyola-Chicago,78,Oral Roberts,53,40,38,,28,25,,-3.0,137.0
2016-11-19,Pennsylvania,62,Miami,74,23,39,,28,46,,20.0,138.0
2016-11-19,UMKC,71,Bowling Green,69,35,36,,37,32,,4.5,153.0
2016-11-19,Western Carolina,63,Marshall,98,32,31,,40,58,,16.0,160.5
2016-11-19,Marist,87,Brown,79,40,47,,37,42,,2.0,158.0
2016-11-19,Montana,63,Washington State,87,20,43,,41,46,,-2.5,154.5
2016-11-19,North Dakota State,54,UNC Greensboro,65,29,25,,39,26,,-3.5,139.0
2016-11-19,Rider,65,South Florida,70,37,28,,34,36,,-3.5,140.0
2016-11-19,Toledo,82,Wright State,78,38,44,,39,39,,-3.0,162.0
2016-11-19,VMI,72,Virginia Tech,88,34,38,,44,44,,21.0,156.5
2016-11-19,Wisconsin-Green Bay,77,Murray State,93,45,32,,43,50,,1.5,158.0
2016-11-19,Tennessee State,74,Middle Tennessee,63,28,46,,30,33,,8.0,143.0
2016-11-19,Grand Canyon,82,Albany,77,44,38,,33,44,,-2.0,149.5
2016-11-19,Louisiana Tech,54,Nebraska,65,26,28,,32,33,,8.5,150.0
2016-11-19,Western Illinois,64,Eastern Illinois,73,28,36,,35,38,,4.0,142.0
2016-11-19,Western Kentucky,69,Belmont,90,39,30,,42,48,,7.5,
2016-11-19,Idaho State,51,Utah State,85,27,24,,40,45,,11.5,155.0
2016-11-19,South Dakota State,67,Wyoming,77,35,32,,36,41,,3.0,148.5
2016-11-19,Coastal Carolina,65,BYU,81,25,40,,40,41,,18.0,157.5
2016-11-19,Cal State-Fullerton,68,UNLV,77,28,40,,30,47,,7.5,151.5
2016-11-19,Northern Colorado,72,Santa Clara,88,42,30,,38,50,,10.5,141.5
2016-11-19,Pacific,65,UC Irvine,72,32,33,,34,38,,3.5,141.0
2016-11-19,Northern Illinois,82,Cal State-Northridge,84,36,46,,34,50,,2.5,153.0
2016-11-20,Delaware,75,Austin Peay,76,36,39,,38,38,,-1.5,144.0
2016-11-20,Missouri,67,Tulane,62,22,45,,32,30,,-4.5,145.0
2016-11-20,Niagara,65,Rutgers,78,30,35,,35,43,,12.5,140.5
2016-11-20,Duke,75,Rhode Island,65,34,41,,26,39,,-7.0,152.5
2016-11-20,Yale,38,Virginia,62,21,17,,28,34,,18.0,130.0
2016-11-20,Florida International,73,Youngstown State,78,29,44,,29,49,,3.0,149.0
2016-11-20,Western Michigan,70,Boise State,91,35,35,,39,52,,2.0,143.5
2016-11-20,Wisconsin-Milwaukee,59,DePaul,77,27,32,,30,47,,9.0,135.0
2016-11-20,Drexel,83,North Texas,62,40,43,,21,41,,4.0,152.5
2016-11-20,Georgia Southern,67,Mercer,80,39,28,,34,46,,4.0,141.5
2016-11-20,Manhattan,67,Temple,88,20,47,,39,49,,8.0,140.0
2016-11-20,Northern Kentucky,79,Miami-Ohio,70,34,45,,28,42,,1.5,144.0
2016-11-20,The Citadel,63,Iowa State,130,22,41,,62,68,,31.5,188.5
2016-11-20,Towson,66,Maryland,71,36,30,,34,37,,13.0,137.5
2016-11-20,Davidson,68,Arizona State,60,31,37,,22,38,,-3.0,164.5
2016-11-20,East Tennessee State,59,UNC Wilmington,68,23,36,,35,33,,3.5,153.5
2016-11-20,Penn State,50,Cincinnati,71,19,31,,34,37,,9.5,138.5
2016-11-20,UTEP,54,Mississippi State,61,33,21,,33,28,,5.5,156.0
2016-11-20,Murray State,74,UMKC,85,34,40,,36,49,,-5.5,152.5
2016-11-20,Clemson,64,Oklahoma,70,23,41,,35,35,,-1.5,145.0
2016-11-20,Detroit,71,Florida State,100,35,36,,48,52,,24.5,167.5
2016-11-20,Colorado State,49,Stanford,56,23,26,,35,21,,16.0,144.0
2016-11-20,Marist,72,Grand Canyon,84,36,36,,49,35,,7.0,154.5
2016-11-20,Saint Joseph's,68,Mississippi,81,37,31,,41,40,,3.5,153.5
2016-11-20,Wisconsin-Green Bay,77,Bowling Green,61,26,51,,25,36,,3.5,157.5
2016-11-20,Florida Gulf Coast,77,Michigan State,78,36,41,,38,40,,14.5,140.0
2016-11-20,Wake Forest,78,College of Charleston,61,39,39,,25,36,,,
2016-11-20,Xavier,67,Northern Iowa,59,30,37,,30,29,,-5.5,142.5
2016-11-20,Albany,80,Brown,76,30,50,,39,37,,-5.5,155.0
2016-11-20,Iona,76,Nevada,91,44,32,,34,57,,12.5,159.5
2016-11-20,Northern Arizona,58,Washington,92,26,32,,38,54,,19.0,158.5
2016-11-20,North Carolina State,94,Creighton,112,48,46,,54,58,,5.5,158.0
2016-11-20,Duquesne,59,Kentucky,93,23,36,,50,43,,28.5,157.5
2016-11-20,Villanova,67,Central Florida,57,35,32,,23,34,,-16.0,139.0
2016-11-20,Long Beach State,77,UCLA,114,37,40,,56,58,,15.5,172.5
2016-11-21,Vermont,60,Wofford,59,30,30,,31,28,,-7.5,
2016-11-21,Oral Roberts,47,Montana,68,24,23,,38,30,,4.5,146.0
2016-11-21,Troy,67,Eastern Illinois,71,33,34,,38,33,,3.5,141.0
2016-11-21,Hofstra,92,Bradley,90,43,49,,46,44,,-6.0,136.0
2016-11-21,Tennessee,62,Wisconsin,74,32,30,,40,34,,13.5,137.5
2016-11-21,Loyola-Chicago,88,Washington State,79,38,50,,30,49,,1.5,137.5
2016-11-21,Ball State,79,Coppin State,77,40,39,,29,48,,-19.5,148.5
2016-11-21,UMKC,77,Wisconsin-Green Bay,95,34,43,,43,52,,2.0,159.0
