date,away,away_score,home,home_score,away_1st_half,away_2nd_half,away_OT,home_1st_half,home_2nd_half,home_OT,spread,over_under
2017-11-10,Detroit,79,Virginia Tech,111,42,37,,52,59,,18.5,159.0
2017-11-10,Texas A&M,88,West Virginia,65,45,43,,38,27,,7.0,144.0
2017-11-10,Fairleigh Dickinson,68,Seton Hall,90,28,40,,47,43,,24.5,149.5
2017-11-10,Memphis,70,Alabama,82,36,34,,38,44,,4.0,136.5
2017-11-10,Ball State,77,Dayton,78,33,44,,36,42,,6.0,155.5
2017-11-10,Bowling Green,78,Drexel,69,32,46,,42,27,,5.0,155.5
2017-11-10,Cal Poly,62,Stanford,78,24,38,,38,40,,18.5,140.5
2017-11-10,Cornell,45,Syracuse,77,22,23,,33,44,,14.5,141.0
2017-11-10,Delaware,76,Richmond,63,49,27,,20,43,,9.5,141.0
2017-11-10,East Tennessee State,63,Northern Kentucky,81,32,31,,41,40,,5.5,150.0
2017-11-10,Elon,68,Duke,97,25,43,,45,52,,19.5,156.0
2017-11-10,IPFW,71,Oakland,85,26,45,,48,37,,7.5,167.0
2017-11-10,Indiana State,90,Indiana,69,54,36,,33,36,,13.5,145.0
2017-11-10,Miami-Ohio,55,Fordham,54,21,34,,25,29,,9.0,132.0
2017-11-10,Morehead State,49,Xavier,101,24,25,,62,39,,27.5,148.5
2017-11-10,Northern Iowa,69,North Carolina,86,31,38,,45,41,,15.0,141.0
2017-11-10,Siena,60,College of Charleston,68,25,28,,28,25,,18.5,137.5
2017-11-10,South Carolina,73,Wofford,52,33,40,,24,28,,-6.0,144.5
2017-11-10,Towson,54,Old Dominion,57,29,25,,28,29,,5.0,142.5
2017-11-10,UNC Greensboro,48,Virginia,60,20,28,,29,31,,16.5,134.5
2017-11-10,Utah Valley,63,Kentucky,73,34,29,,25,48,,20.0,155.5
2017-11-10,VMI,67,North Carolina State,102,34,33,,56,46,,26.0,153.0
2017-11-10,Western Carolina,57,Clemson,85,22,35,,44,41,,20.0,141.0
2017-11-10,Georgia Southern,85,Wake Forest,83,40,45,,46,37,,10.5,162.5
2017-11-10,Arkansas State,63,Evansville,77,27,36,,38,39,,4.0,148.0
2017-11-10,Eastern Kentucky,73,Rice,72,31,42,,36,36,,-5.0,153.0
2017-11-10,Florida Atlantic,59,South Florida,60,29,30,,33,27,,4.0,141.0
2017-11-10,Louisiana-Lafayette,76,Mississippi,94,42,34,,40,54,,9.0,167.0
2017-11-10,Mercer,79,Central Florida,88,47,32,,46,42,,8.0,134.5
2017-11-10,Missouri State,85,Western Kentucky,80,45,40,,34,46,,1.5,141.5
2017-11-10,Nebraska-Omaha,80,Montana State,89,25,43,,32,36,,8.5,167.5
2017-11-10,Niagara,77,St. Bonaventure,75,34,43,,25,50,,8.5,150.5
2017-11-10,North Florida,66,Michigan State,98,26,40,,52,46,,31.5,150.5
2017-11-10,Northern Arizona,67,Arizona,101,36,31,,49,52,,34.5,147.5
2017-11-10,Northern Colorado,51,Colorado,66,24,27,,35,31,,10.5,149.5
2017-11-10,Samford,56,Arkansas,95,19,37,,47,48,,10.5,160.0
2017-11-10,Southern Illinois-Edwardsville,74,Purdue,105,32,42,,52,53,,30.0,152.5
2017-11-10,Tennessee-Martin,91,Marshall,102,46,37,,31,52,,9.0,169.5
2017-11-10,Wright State,80,Loyola-Chicago,84,41,39,,45,39,,12.5,139.5
2017-11-10,Columbia,60,Villanova,75,23,37,,32,43,,25.5,151.0
2017-11-10,Pepperdine,47,Oklahoma State,78,21,26,,34,44,,15.5,153.5
2017-11-10,Chattanooga,65,Wyoming,74,29,36,,40,34,,14.5,146.0
2017-11-10,Iowa State,59,Missouri,74,25,34,,39,35,,6.0,152.5
2017-11-10,Louisiana-Monroe,73,TCU,83,35,38,,38,45,,24.5,148.0
2017-11-10,Pittsburgh,62,Navy,71,38,24,,39,32,,5.0,133.5
2017-11-10,South Alabama,50,Texas Tech,75,28,22,,36,39,,26.0,142.0
2017-11-10,Tennessee State,56,Kansas,92,27,29,,56,36,,27.0,145.5
2017-11-10,Utah State,59,Weber State,65,24,35,,27,38,,,156.5
2017-11-10,Yale,76,Creighton,92,35,41,,47,45,,8.0,153.5
2017-11-10,UC Irvine,54,South Dakota State,65,31,23,,31,34,,7.0,133.0
2017-11-10,Austin Peay,54,Vanderbilt,73,28,26,,41,32,,25.5,148.5
2017-11-10,Sacramento State,61,Colorado State,72,32,29,,34,38,,17.0,143.0
2017-11-10,Troy,80,North Dakota,83,33,47,,30,53,,-7.5,154.0
2017-11-10,Belmont,82,Washington,86,43,39,,35,51,,-2.0,156.5
2017-11-10,Cal State-Fullerton,42,USC,84,15,27,,42,42,,26.5,152.5
2017-11-10,Idaho State,74,Arizona State,94,33,41,,51,43,,20.5,157.0
2017-11-10,Idaho,64,Nevada,88,30,34,,43,45,,10.0,149.5
2017-11-10,Southern Utah,82,Oregon State,99,28,54,,51,48,,23.5,156.0
2017-11-10,Long Beach State,83,San Francisco,71,37,46,,34,37,,15.0,146.5
2017-11-10,Georgia Tech,60,UCLA,63,32,28,,35,28,,9.5,144.0
2017-11-11,Canisius,75,Buffalo,80,39,36,,42,38,,10.0,156.0
2017-11-11,Pennsylvania,72,Fairfield,80,33,39,,36,44,,-3.5,142.0
2017-11-11,Dartmouth,77,Quinnipiac,78,33,44,,42,36,,1.5,146.5
2017-11-11,IUPUI,53,Bradley,68,19,34,,28,40,,9.0,144.0
2017-11-11,Saint Peter's,40,La Salle,61,19,21,,30,31,,9.0,131.5
2017-11-11,North Dakota State,66,UC-Santa Barbara,85,31,35,,40,45,,2.0,138.5
2017-11-11,Notre Dame,72,DePaul,58,29,43,,25,33,,-9.0,149.0
2017-11-11,Cleveland State,57,Akron,67,30,27,,22,45,,6.0,139.5
2017-11-11,Saint Joseph's,87,Toledo,98,36,51,,45,53,,,144.0
2017-11-11,Loyola Marymount,80,Texas-Arlington,85,41,39,,36,49,,14.0,149.0
2017-11-11,Eastern Illinois,68,Nebraska,72,33,35,,34,38,,11.0,146.5
2017-11-11,Kent State,111,Youngstown State,78,46,65,,41,37,,-5.0,167.5
2017-11-11,Florida A&M,66,UNLV,108,27,39,,56,52,,23.0,144.0
2017-11-11,Portland State,80,Portland,75,39,41,,43,32,,-1.5,158.5
2017-11-12,Monmouth,65,Seton Hall,75,32,33,,48,27,,16.5,149.5
2017-11-12,George Mason,61,Louisville,72,27,34,,24,48,,19.0,146.0
2017-11-12,UMass,67,Harvard,70,25,33,,29,29,,8.0,141.5
2017-11-12,Nebraska-Omaha,89,Oklahoma,108,38,51,,52,56,,23.5,156.5
2017-11-12,Vermont,69,Kentucky,73,24,45,,36,37,,12.5,146.0
2017-11-12,Cal Poly,82,California,85,30,52,,44,41,,8.5,134.5
2017-11-12,Louisiana-Monroe,65,Southern Methodist,83,31,34,,35,48,,17.0,140.0
2017-11-12,Southern Utah,69,Boise State,90,29,40,,42,48,,21.5,162.5
2017-11-12,Texas State,57,Air Force,65,24,33,,33,32,,3.0,135.0
2017-11-12,San Diego,81,San Jose State,64,51,30,,29,35,,-2.5,138.5
2017-11-12,Bucknell,73,Arkansas,101,34,39,,56,45,,9.5,158.0
2017-11-12,Princeton,75,Butler,85,31,44,,41,44,,9.0,142.5
2017-11-12,Tennessee-Martin,74,Illinois,77,29,45,,44,33,,20.5,154.5
2017-11-12,UC Irvine,83,Denver,69,35,48,,25,44,,5.0,138.0
2017-11-12,UMBC,78,Arizona,103,47,31,,56,47,,25.5,154.0
2017-11-12,Yale,61,Wisconsin,89,22,39,,43,46,,15.0,138.5
2017-11-12,The Citadel,93,Virginia Tech,132,47,46,,66,66,,26.0,187.5
2017-11-12,Arkansas-Pine Bluff,57,Troy,81,21,36,,31,50,,18.0,145.5
2017-11-12,Eastern Washington,69,Washington,79,34,35,,40,39,,9.5,160.0
2017-11-12,Howard,77,Indiana,86,27,50,,37,49,,24.5,144.5
2017-11-12,North Dakota,78,Hawaii,81,31,47,,46,35,,5.0,154.5
2017-11-12,Pacific,80,Stanford,89,31,49,,53,36,,18.5,140.5
2017-11-13,Jacksonville State,94,Richmond,61,50,44,,29,32,,3.0,137.5
2017-11-13,Eastern Kentucky,75,Mississippi,85,34,41,,40,45,,17.0,159.5
2017-11-13,Minnesota,86,Providence,74,36,50,,39,35,,2.0,145.5
2017-11-13,Austin Peay,49,Virginia,93,22,27,,51,42,,26.5,128.5
2017-11-13,Brown,79,Quinnipiac,72,44,35,,34,38,,-2.0,156.0
2017-11-13,Central Michigan,65,Michigan,72,31,34,,32,40,,22.0,159.0
2017-11-13,Gardner-Webb,74,Florida,116,32,42,,55,61,,25.0,149.5
2017-11-13,La Salle,75,Pennsylvania,71,30,20,,26,24,,-2.5,143.5
2017-11-13,Montana,83,Pittsburgh,78,37,36,,35,38,,2.5,141.0
2017-11-13,Old Dominion,69,James Madison,53,30,39,,23,30,,-5.0,128.0
2017-11-13,South Dakota,88,Bowling Green,79,34,54,,35,44,,-2.5,155.5
2017-11-13,Western Carolina,51,Cincinnati,102,29,22,,46,56,,29.0,140.0
2017-11-13,Southeast Missouri State,95,Louisiana Tech,96,39,40,,39,40,,17.5,149.0
2017-11-13,Vanderbilt,60,Belmont,69,27,33,,32,37,,-3.5,149.0
2017-11-13,Charlotte,65,Oklahoma State,83,26,39,,47,36,,14.5,160.0
2017-11-13,Chattanooga,47,UAB,89,21,26,,43,46,,11.5,138.5
2017-11-13,Delaware State,57,DePaul,81,21,36,,35,46,,22.5,139.0
2017-11-13,Middle Tennessee,72,Murray State,67,42,30,,44,23,,-3.5,146.0
2017-11-13,North Texas,67,Nebraska,86,30,37,,52,34,,15.0,146.5
2017-11-13,Oral Roberts,71,Tulsa,90,30,41,,45,45,,12.0,146.0
2017-11-13,Saint Joseph's,86,UIC,82,42,32,,40,34,,1.5,152.5
2017-11-13,Saint Peter's,66,Northwestern,75,25,41,,32,43,,18.0,126.5
2017-11-13,Western Michigan,60,South Carolina,78,29,31,,38,40,,10.5,139.5
2017-11-13,Wisconsin-Milwaukee,74,Iowa State,56,39,35,,32,24,,13.0,142.5
2017-11-13,Rider,75,Xavier,101,34,41,,44,57,,24.0,154.0
2017-11-13,College of Charleston,63,Wichita State,81,22,41,,47,34,,17.0,142.0
2017-11-13,Montana State,73,Utah State,81,41,32,,40,41,,5.5,149.0
2017-11-13,Prairie View A&M,67,Oregon,100,28,39,,37,63,,30.0,145.5
2017-11-13,Tennessee Tech,63,TCU,100,24,39,,52,48,,21.5,147.0
2017-11-13,UC Davis,74,Northern Colorado,59,32,42,,35,24,,7.0,145.5
2017-11-13,Wagner,55,Missouri,99,21,34,,54,45,,18.0,137.0
2017-11-13,North Dakota,80,Arkansas-Pine Bluff,71,37,43,,33,38,,-14.0,148.5
2017-11-13,Cal State-Northridge,73,Fresno State,89,34,39,,50,39,,18.5,147.5
2017-11-13,North Dakota State,65,USC,75,33,32,,33,42,,23.5,150.0
2017-11-13,Wyoming,75,Oregon State,66,40,35,,36,30,,7.5,155.0
2017-11-13,Rhode Island,81,Nevada,88,28,53,,38,50,,2.0,152.5
2017-11-14,Central Connecticut State,55,St. John's,80,27,28,,43,37,,24.0,150.0
2017-11-14,Nicholls State,77,Villanova,113,30,47,,54,59,,32.0,161.0
2017-11-14,Canisius,79,Air Force,93,38,41,,43,50,,5.0,149.5
2017-11-14,Cleveland State,38,Rutgers,70,22,16,,31,39,,13.0,138.0
2017-11-14,Elon,67,Furman,76,36,31,,33,43,,4.0,149.0
2017-11-14,George Washington,67,Florida State,87,32,35,,50,37,,16.5,151.5
2017-11-14,Iona,62,Syracuse,71,28,34,,32,39,,10.5,151.5
2017-11-14,Michigan State,81,Duke,88,34,47,,38,50,,-1.0,157.0
2017-11-14,UNC Wilmington,81,Davidson,108,32,49,,50,58,,11.0,158.5
2017-11-14,VMI,61,Duquesne,77,29,32,,44,33,,15.5,149.5
2017-11-14,Wright State,67,Miami-Ohio,73,33,30,,37,26,,-4.5,145.0
2017-11-14,Arkansas-Little Rock,62,Memphis,70,32,30,,27,43,,14.5,137.0
2017-11-14,Delaware,53,Bradley,61,27,26,,31,30,,,141.0
2017-11-14,Georgia State,75,Rice,54,42,33,,25,29,,-9.5,149.0
2017-11-14,Lipscomb,64,Alabama,86,31,33,,38,48,,14.0,151.5
2017-11-14,Wisconsin-Green Bay,65,Northern Illinois,85,29,36,,42,43,,5.5,155.0
2017-11-14,Purdue,86,Marquette,71,32,54,,30,41,,-5.0,162.0
2017-11-14,Denver,62,Colorado,89,33,29,,43,46,,10.5,148.0
2017-11-14,Nebraska-Omaha,71,New Mexico,103,34,37,,35,68,,11.0,178.5
2017-11-14,San Diego State,68,Arizona State,90,40,28,,34,56,,1.5,155.5
2017-11-14,Kentucky,61,Kansas,65,33,28,,34,31,,5.0,150.5
2017-11-14,Eastern Washington,67,Stanford,61,33,34,,27,34,,16.5,151.5
2017-11-15,Indiana,68,Seton Hall,84,32,36,,33,51,,11.0,149.5
2017-11-15,BYU,65,Princeton,56,29,36,,29,27,,3.5,149.0
2017-11-15,Jacksonville State,76,Buffalo,81,32,44,,33,48,,2.5,155.5
2017-11-15,Montana,57,Penn State,70,29,28,,34,36,,12.5,149.0
2017-11-15,UC-Santa Barbara,62,Pittsburgh,70,38,24,,32,38,,5.5,140.5
2017-11-15,Ball State,69,Oklahoma,108,31,38,,60,48,,16.5,164.0
2017-11-15,Eastern Illinois,54,Western Illinois,56,28,26,,30,26,,-4.5,144.5
2017-11-15,Niagara,81,Minnesota,107,38,43,,48,59,,20.0,154.5
2017-11-15,UTSA,79,Texas State,78,34,45,,32,46,,5.5,130.0
2017-11-15,Valparaiso,94,Southern Illinois-Edwardsville,69,42,52,,31,38,,-9.0,147.5
2017-11-15,Butler,65,Maryland,79,35,30,,42,37,,5.0,150.0
2017-11-15,Creighton,92,Northwestern,88,51,41,,43,45,,5.0,154.0
2017-11-15,Seattle,59,Washington State,75,31,28,,26,49,,6.5,142.5
2017-11-15,South Dakota,71,TCU,76,33,38,,42,34,,17.5,156.0
2017-11-15,Cal State-Fullerton,57,Saint Mary's-California,76,31,26,,39,37,,28.0,141.5
2017-11-15,Nevada,93,Santa Clara,63,50,43,,26,37,,-5.0,146.5
2017-11-15,Prairie View A&M,63,UNLV,98,41,22,,55,43,,20.0,150.0
2017-11-15,UC Riverside,64,Loyola Marymount,76,29,35,,33,43,,5.0,141.0
2017-11-15,UC Davis,62,Pacific,58,34,28,,27,31,,3.5,147.5
2017-11-15,Central Arkansas,101,UCLA,106,45,41,,47,39,,27.5,163.5
2017-11-16,Auburn,83,Indiana State,64,48,35,,27,37,,-9.0,163.5
2017-11-16,Illinois State,69,South Carolina,65,32,37,,23,42,,9.0,140.5
2017-11-16,Old Dominion,65,Temple,76,29,36,,46,30,,3.5,131.0
2017-11-16,Boise State,58,UTEP,56,31,27,,22,34,,-3.0,146.5
2017-11-16,Clemson,81,Ohio,76,42,39,,38,38,,-11.5,136.0
2017-11-16,Iowa State,104,Appalachian State,98,47,57,,43,55,,-9.5,147.0
2017-11-16,Nebraska,56,St. John's,79,24,32,,37,42,,6.5,151.0
2017-11-16,Arkansas State,59,Eastern Michigan,76,24,35,,37,39,,8.5,146.0
2017-11-16,Marshall,83,Morehead State,86,44,39,,39,47,,-3.5,167.0
2017-11-16,North Florida,68,Florida,108,23,45,,45,63,,34.5,158.0
2017-11-16,South Alabama,73,La Salle,81,27,46,,47,34,,15.5,139.5
2017-11-16,Southern Mississippi,47,Michigan,61,33,14,,32,29,,24.0,133.5
2017-11-16,Texas Southern,64,Ohio State,82,29,35,,42,40,,19.5,151.5
2017-11-16,Virginia Tech,71,Saint Louis,77,29,42,,36,41,,-13.0,144.0
2017-11-16,Belmont,69,Middle Tennessee,63,29,40,,27,36,,7.0,147.0
2017-11-16,Dayton,69,Hofstra,72,31,38,,36,36,,-3.0,145.5
2017-11-16,Missouri,59,Utah,77,19,40,,35,42,,4.0,142.5
2017-11-16,Oral Roberts,48,Oklahoma State,91,27,21,,44,47,,19.0,151.5
2017-11-16,Samford,86,LSU,105,28,58,,47,58,,8.0,156.0
2017-11-16,Southeast Missouri State,50,Evansville,66,21,29,,36,30,,10.5,146.5
2017-11-16,Tulsa,81,Western Michigan,74,43,38,,27,47,,-2.5,148.0
2017-11-16,San Jose State,69,Southern Utah,81,20,49,,32,49,,-1.0,162.0
2017-11-16,Xavier,80,Wisconsin,70,34,46,,34,36,,3.5,145.0
2017-11-16,Providence,77,Washington,70,37,40,,30,40,,-8.0,143.5
2017-11-16,Wofford,65,California,79,37,28,,36,43,,6.0,
2017-11-17,South Carolina,80,UTEP,56,50,30,,24,32,,-9.5,136.5
2017-11-17,Auburn,74,Temple,88,31,43,,32,56,,-2.0,156.0
2017-11-17,Vermont,65,Bradley,64,26,39,,32,32,,-8.0,135.5
2017-11-17,Mercer,63,Liberty,48,28,35,,25,23,,-2.5,136.5
2017-11-17,Illinois State,64,Boise State,82,22,42,,46,36,,-1.5,143.5
2017-11-17,Indiana State,44,Old Dominion,62,25,19,,33,29,,4.5,131.5
2017-11-17,Coastal Carolina,83,UTSA,69,41,42,,30,39,,-3.0,144.0
2017-11-17,Colorado State,53,Tulane,80,14,39,,37,43,,-3.0,152.5
2017-11-17,Drexel,84,Houston,80,38,46,,45,35,,13.5,148.0
2017-11-17,Virginia,76,VCU,67,38,38,,32,35,,-6.5,136.5
2017-11-17,Appalachian State,67,Western Michigan,86,40,27,,40,46,,5.5,158.0
2017-11-17,Northern Kentucky,87,James Madison,78,44,43,,24,54,,-8.0,146.5
2017-11-17,Virginia Tech,103,Washington,79,59,44,,28,51,,-7.5,155.5
2017-11-17,Florida State,67,Fordham,43,35,32,,18,25,,-14.5,142.0
2017-11-17,Northeastern,59,Stanford,73,24,35,,33,40,,8.0,141.5
2017-11-17,Quinnipiac,69,Colorado,70,29,40,,32,38,,16.5,148.5
2017-11-17,Florida International,87,Elon,95,43,23,,39,27,,14.0,139.0
2017-11-17,Columbia,65,Penn State,79,35,30,,38,41,,13.5,145.5
2017-11-17,East Tennessee State,61,Kentucky,78,30,31,,36,42,,22.5,145.0
2017-11-17,Georgia State,72,Mississippi,77,44,28,,36,41,,11.0,154.5
2017-11-17,Iowa State,80,Tulsa,78,39,41,,30,48,,-2.5,152.5
2017-11-17,Nebraska-Omaha,78,Louisville,87,25,53,,40,47,,27.5,161.5
2017-11-17,Ohio,65,Dayton,79,32,33,,41,38,,3.5,142.0
2017-11-17,Saint Louis,63,Providence,90,21,42,,41,49,,8.5,134.5
2017-11-17,Fresno State,75,Arkansas,83,25,50,,39,44,,12.5,152.5
2017-11-17,Iona,80,Weber State,72,40,40,,30,42,,-4.0,153.5
2017-11-17,Lafayette,57,Villanova,104,23,34,,56,48,,32.5,152.5
2017-11-17,North Dakota State,57,Missouri State,54,24,33,,22,32,,10.0,144.0
2017-11-17,Northern Arizona,62,Arizona State,97,27,35,,54,43,,25.5,
2017-11-17,South Dakota State,64,Kansas,98,28,36,,57,41,,21.5,151.0
2017-11-17,UC-Santa Barbara,65,Texas A&M,84,32,33,,46,38,,21.0,144.0
2017-11-17,DePaul,73,Illinois,82,32,41,,39,43,,8.5,153.0
2017-11-17,Drake,77,Wake Forest,74,36,41,,38,36,,9.5,158.5
2017-11-17,IUPUI,79,Eastern Illinois,80,41,38,,38,42,,5.0,141.0
2017-11-17,Miami-Ohio,78,LIU-Brooklyn,74,34,44,,21,53,,-2.5,145.0
2017-11-17,Concordia St. Paul,69,Wisconsin-Milwaukee,55,47,22,,25,30,,24.5,
2017-11-17,New Mexico,56,New Mexico State,75,28,28,,31,44,,4.5,155.0
2017-11-17,South Carolina State,68,UCLA,96,35,33,,41,55,,37.0,160.5
2017-11-17,UC Irvine,49,Kansas State,71,24,25,,37,34,,14.0,133.5
2017-11-17,Clemson,78,Hofstra,59,42,36,,32,27,,-9.0,147.0
2017-11-17,Eastern Washington,76,UNLV,91,39,37,,45,46,,13.0,152.5
2017-11-17,Northern Colorado,84,Pepperdine,82,35,49,,35,47,,-1.0,143.5
2017-11-17,Sacramento State,56,San Francisco,69,24,32,,40,29,,13.5,142.0
2017-11-17,Alabama State,56,Oregon,114,26,30,,59,55,,35.5,152.0
2017-11-18,Bradley,71,UTSA,69,30,41,,26,43,,-7.5,
2017-11-18,Houston,68,Liberty,66,27,41,,25,41,,-8.5,137.5
2017-11-18,Texas Tech,75,Boston College,64,36,39,,31,33,,-8.5,142.5
2017-11-18,Harvard,69,Manhattan,73,25,44,,40,33,,-3.5,143.5
2017-11-18,Furman,65,Butler,82,29,36,,41,41,,12.5,146.0
2017-11-18,James Madison,65,Weber State,73,36,29,,42,31,,3.5,142.5
2017-11-18,Seattle,102,Detroit,71,49,53,,40,31,,4.0,154.0
2017-11-18,William & Mary,64,Central Florida,75,30,34,,29,46,,13.5,161.5
2017-11-18,La Salle,74,Northwestern,82,24,50,,46,36,,7.5,144.0
2017-11-18,Quinnipiac,55,Wake Forest,72,22,33,,44,28,,15.5,155.0
2017-11-18,Concordia St. Paul,62,Elon,84,33,29,,50,34,,17.5,
2017-11-18,IPFW,67,UIC,51,25,42,,25,26,,5.5,159.5
2017-11-18,Middle Tennessee,75,Tennessee State,65,40,35,,26,39,,-7.0,135.0
2017-11-18,Houston Baptist,88,Belmont,93,33,55,,51,42,,16.5,155.0
2017-11-18,Idaho State,62,Washington State,83,31,31,,35,48,,11.0,157.5
2017-11-18,South Alabama,68,Maine,46,36,32,,26,20,,-7.5,143.0
2017-11-18,Vermont,80,Coastal Carolina,67,37,43,,38,29,,-10.0,139.0
2017-11-18,Cal State-Northridge,73,George Mason,78,41,25,,35,31,,12.5,149.5
2017-11-18,LIU-Brooklyn,86,Hartford,84,50,36,,44,40,,-5.5,
2017-11-18,Mercer,78,Drexel,59,36,42,,25,34,,-8.5,148.0
2017-11-18,Florida International,51,Wisconsin-Milwaukee,66,29,22,,31,35,,12.5,132.0
2017-11-18,College of Charleston,81,Charlotte,72,37,44,,25,47,,-5.5,144.5
2017-11-18,Fairfield,64,Purdue,106,28,36,,58,48,,23.5,158.5
2017-11-18,Murray State,80,Wright State,61,36,44,,29,32,,2.0,152.0
2017-11-18,Oakland,74,Toledo,87,26,48,,40,47,,1.0,159.0
2017-11-18,Portland State,94,UC Riverside,82,47,47,,36,46,,2.5,152.0
2017-11-18,Princeton,58,Saint Joseph's,71,31,27,,32,39,,3.5,139.0
2017-11-18,Tennessee-Martin,59,Akron,76,28,31,,34,42,,6.0,146.5
2017-11-18,Youngstown State,84,Canisius,104,39,45,,54,50,,7.5,177.5
2017-11-18,Sacred Heart,61,Saint Peter's,70,33,28,,34,36,,6.0,133.0
2017-11-18,Montana State,58,Louisiana Tech,71,31,27,,35,36,,9.0,154.5
2017-11-18,Northern Kentucky,85,Iona,72,45,40,,33,39,,-2.5,167.5
2017-11-18,Bucknell,78,Maryland,80,50,28,,35,45,,12.5,
2017-11-18,Colorado,86,Drake,81,39,47,,31,50,,-7.5,142.5
2017-11-18,Texas-Arlington,89,BYU,75,43,46,,28,47,,8.0,151.0
2017-11-18,Cal Poly,63,Santa Clara,59,25,38,,27,32,,9.5,133.5
2017-11-18,Nevada,89,Pacific,74,41,48,,28,46,,-11.5,153.5
2017-11-18,Utah State,66,Gonzaga,79,42,24,,45,34,,18.0,147.5
2017-11-18,Long Beach State,81,Oregon State,89,31,50,,40,49,,11.5,150.5
2017-11-19,UTSA,90,James Madison,77,45,45,,39,38,,-1.5,143.5
2017-11-19,UTEP,72,Appalachian State,76,28,44,,42,34,,-3.0,145.5
2017-11-19,Niagara,76,UMass,101,28,48,,46,55,,5.5,146.0
2017-11-19,Quinnipiac,72,Liberty,84,39,33,,35,49,,10.5,138.0
2017-11-19,Maine,68,Sacred Heart,69,35,24,,35,24,,7.5,144.0
2017-11-19,Indiana State,94,Ohio,96,40,23,,24,39,,,141.5
2017-11-19,Monmouth,53,Virginia,73,21,32,,39,34,,18.0,135.0
2017-11-19,Bradley,70,Weber State,64,38,32,,26,38,,-2.0,136.5
2017-11-19,Concordia St. Paul,67,Florida International,77,27,40,,37,40,,6.0,
2017-11-19,North Dakota,70,Nebraska,92,32,38,,49,43,,9.5,150.5
2017-11-19,Northeastern,55,Ohio State,80,17,38,,47,33,,11.0,143.0
2017-11-19,Seattle,77,Belmont,90,36,41,,41,49,,,146.5
2017-11-19,South Carolina,79,Western Michigan,66,35,44,,34,32,,-8.5,141.0
2017-11-19,UC Irvine,78,Arizona State,99,38,40,,56,43,,13.0,148.0
2017-11-19,Houston,78,Wake Forest,73,41,37,,42,31,,-1.5,153.0
2017-11-19,Boston College,82,La Salle,61,30,52,,22,39,,2.0,147.5
2017-11-19,Samford,67,Loyola-Chicago,88,27,40,,41,47,,6.5,151.5
2017-11-19,Old Dominion,75,Dayton,67,39,36,,29,38,,-2.0,127.5
2017-11-19,Stony Brook,71,Michigan State,93,38,33,,44,49,,28.5,
2017-11-19,Detroit,116,Houston Baptist,109,55,40,,48,47,,,170.0
2017-11-19,Elon,71,Wisconsin-Milwaukee,72,46,25,,29,43,,-2.0,138.0
2017-11-19,Western Carolina,64,Minnesota,92,33,31,,42,50,,30.0,149.5
2017-11-19,Coastal Carolina,89,Iona,84,32,57,,26,58,,4.0,152.0
2017-11-19,Colorado State,73,Florida State,90,36,37,,47,43,,12.5,149.5
2017-11-19,Illinois State,84,Tulsa,68,46,38,,27,41,,2.0,144.5
2017-11-19,Marshall,74,Illinois,91,36,38,,46,45,,14.0,172.0
2017-11-19,Texas Tech,85,Northwestern,49,41,44,,25,24,,-3.0,141.5
2017-11-19,Drexel,88,Drake,90,31,40,,40,31,,,151.5
2017-11-19,New Hampshire,63,Florida,70,32,31,,32,38,,26.0,
2017-11-19,South Florida,53,Indiana,70,34,19,,33,37,,,144.5
2017-11-19,Auburn,89,Hofstra,78,49,40,,50,28,,-10.0,158.5
2017-11-19,Boise State,64,Iowa State,75,21,43,,39,36,,2.5,150.5
2017-11-19,Fordham,55,Tulane,63,29,26,,27,36,,4.5,134.5
2017-11-19,Saint Mary's-California,79,San Jose State,61,43,36,,33,28,,-23.5,142.0
2017-11-19,South Alabama,54,Saint Peter's,49,24,30,,21,28,,4.0,128.5
2017-11-19,USC,93,Vanderbilt,89,35,45,,34,46,,-3.5,144.5
2017-11-19,Vermont,66,Northern Kentucky,64,33,33,,35,29,,-4.5,146.0
2017-11-19,Mercer,70,Colorado,79,37,33,,39,40,,-2.5,142.5
2017-11-19,Ball State,71,Oregon,95,33,38,,42,53,,18.5,161.0
2017-11-19,Temple,67,Clemson,60,37,30,,31,29,,2.5,144.5
2017-11-19,Hartford,68,Miami-Ohio,58,44,24,,28,30,,7.0,139.0
2017-11-20,UMKC,74,Manhattan,63,32,42,,25,38,,7.0,142.0
2017-11-20,Louisiana-Lafayette,80,Iowa,71,37,43,,17,54,,7.0,166.0
2017-11-20,Georgia Southern,74,Missouri State,73,44,30,,38,35,,1.5,144.5
2017-11-20,Prairie View A&M,80,Eastern Kentucky,70,39,41,,29,41,,11.0,147.0
2017-11-20,Marquette,94,VCU,83,45,49,,44,39,,-3.0,165.5
2017-11-20,South Dakota State,65,Wyoming,77,24,41,,27,50,,3.0,158.0
2017-11-20,Georgia State,68,Eastern Washington,50,31,37,,23,27,,-7.0,150.0
2017-11-20,Pennsylvania,93,Northern Illinois,80,49,44,,32,48,,-4.0,135.0
2017-11-20,Richmond,63,UAB,50,36,27,,20,30,,9.5,146.0
2017-11-20,Wichita State,92,California,82,38,54,,47,35,,-18.0,148.0
2017-11-20,Cleveland State,69,East Carolina,72,32,37,,33,39,,5.0,129.0
2017-11-20,Creighton,100,UCLA,89,43,57,,38,51,,-3.0,166.5
