Date,Away,Away_pts,Home,Home_pts,Away_1st_half,Away_2nd_half,Away_OT,Home_1st_half,Home_2nd_half,Home_OT,Spread,Over_under
2014-11-14,VMI,66,The Citadel,65,32,34,,38,27,,-5.5,
2014-11-14,Yale,85,Quinnipiac,88,40,27,,38,29,,1.5,
2014-11-14,Presbyterian,44,Duke,113,19,25,,57,56,,39.0,147.5
2014-11-14,William & Mary,45,Florida,68,18,27,,42,26,,18.0,139.5
2014-11-14,Boise State,81,San Diego,75,35,46,,33,42,,-2.5,
2014-11-14,Virginia Commonwealth,85,Tennessee,69,48,37,,30,39,,-8.0,143.0
2014-11-14,Western Carolina,56,Mississippi State,66,30,26,,31,35,,14.0,143.0
2014-11-14,Belmont,70,Wright State,73,40,30,,37,36,,-1.5,
2014-11-14,Charleston Southern,66,Mississippi,65,29,28,,17,40,,13.5,154.5
2014-11-14,Cleveland State,73,Iona,78,32,41,,39,39,,6.5,
2014-11-14,Georgia,73,Georgia Tech,80,32,41,,42,38,,1.0,
2014-11-14,Jacksonville State,55,Marshall,74,24,31,,35,39,,4.5,
2014-11-14,Long Beach State,90,BYU,95,47,43,,46,49,,13.5,
2014-11-14,Minnesota,68,Louisville,81,30,38,,43,38,,9.5,139.5
2014-11-14,Miss Valley State,65,Indiana,116,31,34,,54,62,,26.5,152.5
2014-11-14,Monmouth,54,West Virginia,64,26,28,,21,43,,16.0,
2014-11-14,Niagara,45,Pittsburgh,78,22,23,,46,32,,25.5,
2014-11-14,North Florida,56,South Carolina,81,27,29,,48,33,,12.5,146.0
2014-11-14,Northern Arizona,60,Xavier,93,22,38,,48,45,,15.5,
2014-11-14,Rider,58,Princeton,64,25,33,,28,36,,8.5,
2014-11-14,Samford,40,Purdue,80,16,24,,43,37,,23.5,
2014-11-14,Siena,87,Massachusetts,95,41,46,,36,59,,5.5,
2014-11-14,Virginia,79,James Madison,51,51,28,,33,18,,-16.5,
2014-11-14,Cornell,68,George Mason,60,34,34,,31,29,,12.5,
2014-11-14,South Dakota State,67,Buffalo,69,28,39,,27,42,,3.5,
2014-11-14,Air Force,78,Army,84,38,40,,48,36,,5.0,
2014-11-14,College of Charleston,75,Furman,40,32,43,,21,19,,-6.0,
2014-11-14,Drexel,48,Colorado,65,29,19,,33,32,,14.5,134.0
2014-11-14,Florida Atlantic,58,Elon,64,37,21,,32,32,,1.5,
2014-11-14,Grand Canyon,45,Kentucky,85,16,29,,43,42,,30.5,151.5
2014-11-14,Houston,77,Murray State,74,38,39,,42,32,,12.5,
2014-11-14,Indiana State,79,IUPUI,66,32,32,,34,30,,-10.0,
2014-11-14,Mount St. Mary's,55,Arizona,78,25,30,,40,38,,28.5,143.5
2014-11-14,North Carolina Central,60,North Carolina,76,19,41,,28,48,,17.0,147.0
2014-11-14,Northwestern State,68,Texas A&M,109,22,46,,55,54,,11.5,150.5
2014-11-14,Oakland,82,Iowa State,93,38,44,,45,48,,20.0,
2014-11-14,Pacific,73,Western Illinois,71,36,31,,31,36,,5.0,
2014-11-14,Saint Peter's,58,Brown,70,22,36,,32,38,,4.0,
2014-11-14,Santa Barbara,59,Kansas,69,23,36,,31,38,,16.5,
2014-11-14,Texas-Arlington,86,Bradley,75,48,38,,29,46,,4.5,
2014-11-14,Eastern Illinois,53,Missouri State,64,29,24,,27,37,,13.5,
2014-11-14,East Tennessee State,76,Valparaiso,90,34,42,,42,48,,9.0,
2014-11-14,North Dakota State,50,Texas,85,18,32,,38,47,,18.5,
2014-11-14,Georgia Southern,71,Illinois,80,31,40,,31,49,,23.0,
2014-11-14,Michigan State,64,Navy,59,36,28,,29,30,,-17.5,131.0
2014-11-14,New Mexico State,54,Wichita State,71,21,33,,38,33,,12.5,
2014-11-14,Northern Kentucky,31,Wisconsin,62,15,16,,28,34,,28.5,137.5
2014-11-14,SE Missouri State,66,Loyola Marymount,76,34,32,,40,36,,6.0,
2014-11-14,Sacramento State,58,Gonzaga,104,26,32,,60,44,,23.0,
2014-11-14,Southern Utah,68,Kansas State,98,36,32,,44,54,,26.0,
2014-11-14,Towson,54,Alabama,82,30,24,,39,43,,14.5,132.0
2014-11-14,UMKC,69,Missouri,61,33,36,,24,37,,14.0,148.0
2014-11-14,Weber State,61,Utah State,72,47,14,,29,43,,1.5,
2014-11-14,Tennessee-Martin,63,Marquette,79,30,33,,38,41,,18.5,
2014-11-14,Alcorn State,57,California,91,32,25,,50,41,,22.5,139.0
2014-11-14,Ball State,72,Utah,90,30,42,,35,55,,26.5,141.0
2014-11-14,CS Fullerton,72,Santa Clara,89,22,50,,40,49,,7.5,
2014-11-14,CS Northridge,58,San Diego State,79,21,37,,41,38,,15.5,
2014-11-14,Chicago State,50,Arizona State,86,28,22,,40,46,,22.5,148.5
2014-11-14,Fresno State,74,Pepperdine,89,35,39,,41,48,,-1.0,
2014-11-14,Idaho State,55,New Mexico,79,20,35,,42,37,,19.0,
2014-11-14,Illinois-Chicago,71,DePaul,72,30,41,,46,26,,11.0,143.5
2014-11-14,Rice,54,Oregon State,67,22,32,,32,35,,6.5,134.0
2014-11-14,South Carolina State,59,Washington,77,23,36,,39,38,,23.0,148.0
2014-11-14,Washington State,52,Texas El Paso,65,26,26,,32,33,,10.0,
2014-11-14,Wisc-Milwaukee,73,Auburn,83,32,41,,29,54,,11.5,150.5
2014-11-14,Morehead State,59,UNLV,60,36,23,,31,29,,5.5,
2014-11-14,Coppin State,65,Oregon,107,27,38,,60,47,,20.0,159.5
2014-11-14,Montana State,78,UCLA,113,32,46,,60,53,,25.0,148.0
2014-11-14,Wofford,59,Stanford,74,27,32,,36,38,,12.5,131.5
2014-11-15,Gardner-Webb,82,LSU,93,43,39,,42,51,,15.0,144.0
2014-11-15,Manhattan,66,Florida State,81,31,35,,37,44,,11.0,
2014-11-15,Appalachian State,47,Ohio,73,27,20,,35,38,,12.0,
2014-11-15,North Dakota,52,Northern Iowa,64,29,23,,31,33,,22.5,
2014-11-15,Bowling Green,77,Drake,58,47,30,,31,27,,2.5,
2014-11-15,Austin Peay,70,Western Kentucky,77,35,35,,42,35,,13.5,
2014-11-15,Air Force,68,The Citadel,55,29,39,,24,31,,-9.0,
2014-11-15,SE Missouri State,56,San Diego,67,28,28,,31,36,,6.5,
2014-11-15,Cal Poly,49,Nevada,65,27,22,,26,39,,2.5,
2014-11-15,Dartmouth,57,St. Bonaventure,77,27,30,,28,49,,6.0,
2014-11-15,Kent State,69,Youngstown State,61,35,34,,33,28,,-4.5,
2014-11-15,UNC Wilmington,56,Old Dominion,76,32,24,,28,48,,13.5,
2014-11-15,Boise State,77,Loyola Marymount,69,31,46,,35,34,,-6.5,
2014-11-15,Fairfield,59,Duke,109,30,29,,44,65,,32.5,
2014-11-15,Louisiana-Monroe,74,UAB,65,33,41,,25,40,,6.5,
2014-11-15,Southern Illinois,59,Saint Louis,62,37,22,,33,29,,6.5,
2014-11-15,Tulsa,68,Oral Roberts,77,25,43,,29,48,,-5.0,
2014-11-15,VMI,86,Army,92,53,33,,52,40,,12.0,
2014-11-15,Montana,66,Colorado State,83,30,36,,51,32,,,
2014-11-15,Portland State,76,USC,68,39,37,,32,36,,10.0,155.0
2014-11-16,Buffalo,52,Kentucky,71,38,14,,33,38,,32.0,145.0
2014-11-16,Mercer,47,Seton Hall,63,24,23,,35,28,,11.5,139.0
2014-11-16,Boston University,65,Northeastern,71,36,29,,27,44,,6.5,
2014-11-16,Chattanooga,45,Wisconsin,89,21,24,,52,37,,28.0,135.5
2014-11-16,Princeton,60,George Mason,63,19,41,,32,31,,1.5,
2014-11-16,Samford,56,Pittsburgh,63,23,33,,31,32,,31.0,
2014-11-16,Northern Arizona,58,Toledo,71,27,31,,31,40,,14.5,
2014-11-16,Southern Utah,63,Miami (Ohio),76,30,33,,32,44,,14.5,
2014-11-16,IUPUI,57,Purdue,77,38,19,,48,29,,24.5,141.0
2014-11-16,Massachusetts,71,Boston College,62,24,47,,32,30,,-5.0,
2014-11-16,Hampton,47,Syracuse,65,27,20,,35,30,,22.5,
2014-11-16,Northern Colorado,70,Wyoming,78,34,36,,36,42,,11.5,
2014-11-16,Portland,73,San Jose State,68,26,36,,37,25,,-6.0,
2014-11-16,Alabama State,79,Arkansas,97,48,31,,48,49,,24.0,
2014-11-16,Fordham,54,Penn State,73,21,33,,38,35,,12.5,147.5
2014-11-16,Utah State,60,Illinois State,55,20,40,,27,28,,9.0,
2014-11-16,Charlotte,73,Elon,60,36,37,,25,35,,-6.0,
2014-11-16,Holy Cross,58,Harvard,57,27,31,,28,29,,10.5,
2014-11-16,Chicago State,66,Creighton,84,27,39,,45,39,,24.0,
2014-11-16,Idaho State,38,Denver,54,29,9,,31,23,,15.5,
2014-11-16,Pacific,50,UC Irvine,68,22,28,,33,35,,16.0,
2014-11-16,Robert Morris,59,North Carolina,103,35,24,,53,50,,21.0,
2014-11-16,South Dakota,73,Stanford,84,26,47,,40,44,,19.0,139.5
2014-11-16,Valparaiso,41,Missouri,56,23,18,,24,32,,4.5,137.5
2014-11-16,George Washington,70,Rutgers,53,33,37,,21,32,,-4.5,144.5
2014-11-16,Alcorn State,53,Texas,85,22,31,,46,39,,30.5,
2014-11-16,CS Northridge,68,Arizona,86,23,45,,37,49,,26.5,143.5
2014-11-16,Kennesaw State,59,California,93,15,44,,41,52,,24.5,
2014-11-16,Sam Houston State,57,UNLV,59,30,27,,28,31,,7.0,
2014-11-16,CS Fullerton,59,New Mexico,67,23,36,,31,36,,16.0,
2014-11-16,Coastal Carolina,71,UCLA,84,28,43,,32,52,,15.5,
2014-11-17,Texas Southern,64,Indiana,83,29,35,,44,39,,24.0,152.0
2014-11-17,Hofstra,64,North Carolina State,76,29,35,,45,31,,,
2014-11-17,Jacksonville State,39,Louisville,88,20,19,,50,38,,31.0,
2014-11-17,Louisiana Tech,75,Temple,82,38,37,,34,48,,-5.0,
2014-11-17,MD-Eastern Shore,44,Villanova,81,14,30,,45,36,,34.0,145.0
2014-11-17,Miami,69,Florida,67,21,48,,33,34,,8.0,130.0
2014-11-17,Northwestern,69,Brown,56,36,33,,26,30,,2.0,
2014-11-17,Oakland,77,Eastern Michigan,89,36,41,,39,50,,4.0,
2014-11-17,Saint Joseph's,52,Drexel,49,24,28,,25,24,,2.5,
2014-11-17,Bucknell,53,Michigan,77,19,34,,48,29,,18.5,130.5
2014-11-17,IUPU Fort Wayne,74,SIU Edwardsville,71,37,37,,32,39,,-1.0,
2014-11-17,Miss Valley State,68,Mississippi State,89,34,34,,58,31,,,148.0
2014-11-17,Mississippi,74,Troy,64,34,40,,23,41,,-9.5,
2014-11-17,South Alabama,59,Southern Miss,68,29,30,,22,46,,10.5,
2014-11-17,Wake Forest,71,Tulane,49,32,39,,27,22,,-2.5,
2014-11-17,Washington State,54,TCU,81,26,28,,45,36,,5.5,
2014-11-17,Western Illinois,64,Illinois-Chicago,67,35,29,,35,32,,3.5,
2014-11-17,North Dakota State,56,Iowa,87,26,30,,43,44,,19.5,
2014-11-17,Tennessee-Martin,75,Arkansas State,73,23,52,,39,34,,4.5,
2014-11-17,Bethune-Cookman,39,Arizona State,49,14,25,,33,16,,23.0,137.0
2014-11-17,Binghamton,45,Providence,66,29,16,,33,33,,21.5,133.0
2014-11-17,Georgia State,58,Iowa State,81,29,29,,35,46,,10.0,158.5
2014-11-17,Western Carolina,74,Alabama,80,33,41,,41,39,,19.0,132.5
2014-11-17,Louisiana-Lafayette,53,Tulsa,64,21,32,,32,32,,9.0,
2014-11-17,Sacramento State,70,UC Riverside,69,31,39,,29,40,,,
2014-11-17,South Dakota State,77,Idaho,82,36,41,,41,41,,-1.0,
2014-11-17,Detroit,66,Oregon,83,35,31,,35,48,,11.5,154.0
2014-11-17,Southern Methodist,56,Gonzaga,72,27,29,,37,35,,9.0,141.0
2014-11-17,Tennessee Tech,58,USC,70,24,34,,29,41,,8.5,
2014-11-18,Auburn,59,Colorado,90,34,25,,38,52,,11.5,142.0
2014-11-18,New Mexico State,71,St. Mary's,83,31,40,,45,38,,6.0,
2014-11-18,High Point,62,Hawaii,54,27,35,,31,23,,3.5,
2014-11-18,Iona,73,Wofford,86,42,31,,39,47,,2.0,
2014-11-18,Northern Iowa,79,Stephen F. Austin,77,35,35,,39,31,,3.0,130.0
2014-11-18,Manhattan,68,Massachusetts,77,28,33,,28,33,,8.0,150.5
2014-11-18,Baylor,69,South Carolina,65,30,39,,27,38,,1.5,141.5
2014-11-18,Wichita State,71,Memphis,56,29,42,,22,34,,-10.0,140.5
2014-11-18,Utah,49,San Diego State,53,18,31,,17,36,,5.5,132.0
2014-11-18,Toledo,78,Virginia Commonwealth,87,45,33,,42,45,,11.5,153.5
2014-11-18,Long Beach State,74,Xavier,97,38,36,,51,46,,11.0,146.5
2014-11-18,Michigan State,71,Duke,81,33,38,,40,41,,8.0,144.0
2014-11-18,Northeastern,76,Florida State,73,40,36,,38,35,,9.5,
2014-11-18,Rider,73,Pennsylvania,57,40,33,,26,31,,-3.0,
2014-11-18,Stony Brook,70,Georgia,80,41,29,,48,32,,13.0,136.5
2014-11-18,UNC Wilmington,84,UNC Greensboro,72,39,45,,31,41,,2.5,
2014-11-18,Youngstown State,63,Central Michigan,75,25,38,,36,39,,7.5,
2014-11-18,Saint Louis,69,Indiana State,56,28,41,,27,29,,3.5,
2014-11-18,Marquette,63,Ohio State,74,26,37,,33,41,,12.0,135.5
2014-11-18,Buffalo,74,Texas-Arlington,68,35,39,,31,37,,3.5,
2014-11-18,La Salle,60,Quinnipiac,58,19,41,,26,32,,4.0,
2014-11-18,Murray State,68,Middle Tennessee,49,37,31,,25,24,,-1.5,
2014-11-18,Richmond,57,Old Dominion,63,24,33,,32,31,,2.5,
2014-11-18,Southern Illinois,84,Tennessee State,67,46,38,,26,41,,-8.5,
2014-11-18,Western Kentucky,54,Minnesota,76,28,26,,46,30,,10.0,
2014-11-18,Chattanooga,48,Butler,70,22,26,,25,45,,15.5,142.0
2014-11-18,Drake,62,DePaul,80,25,37,,38,42,,8.5,139.5
2014-11-18,Arkansas-Little Rock,62,BYU,91,28,34,,37,54,,16.0,
2014-11-18,Kentucky,72,Kansas,40,38,34,,28,12,,-7.0,140.5
2014-11-18,Texas Tech,64,LSU,69,36,23,,24,35,,8.0,142.5
2014-11-18,Montana,67,Boise State,72,30,21,,20,31,,17.0,
2014-11-19,Wright State,55,Bowling Green,70,28,27,,27,43,,6.5,
2014-11-19,Appalachian State,65,Furman,84,30,35,,47,37,,3.0,
2014-11-19,Evansville,69,Miami (Ohio),50,26,43,,20,30,,-4.5,
2014-11-19,Jacksonville State,46,Cleveland State,60,21,25,,34,26,,,
2014-11-19,Morehead State,61,Cincinnati,69,25,36,,30,39,,10.5,
2014-11-19,Siena,73,St. Bonaventure,70,38,35,,28,42,,5.0,
2014-11-19,Western Michigan,82,Oakland,71,35,47,,29,42,,2.0,
2014-11-19,Austin Peay,67,Samford,68,30,37,,41,27,,-2.5,
2014-11-19,IUPUI,70,Wisc-Milwaukee,68,33,37,,40,28,,12.5,
2014-11-19,Oral Roberts,64,Missouri,78,40,24,,38,40,,6.0,
2014-11-19,Oklahoma,63,Creighton,65,35,28,,24,41,,-4.0,156.0
2014-11-19,Santa Clara,54,Utah State,60,31,23,,26,34,,3.0,
2014-11-19,Northern Colorado,65,New Mexico State,86,30,35,,41,45,,12.0,
2014-11-19,UC Irvine,54,Arizona,71,29,25,,26,45,,15.5,134.0
2014-11-19,Wake Forest,53,Arkansas,83,30,23,,44,39,,14.0,156.0
2014-11-19,Wisc-Green Bay,60,Wisconsin,84,29,31,,38,46,,15.5,139.5
2014-11-19,Montana State,65,CS Northridge,72,21,44,,35,37,,16.0,
2014-11-19,Pepperdine,63,San Jose State,44,26,37,,22,22,,-2.0,
2014-11-19,Saint Joseph's,42,Gonzaga,94,10,32,,48,46,,23.0,136.5
2014-11-20,Texas A&M,53,Dayton,55,21,32,,22,33,,-1.5,133.0
2014-11-20,USC,46,Akron,66,24,22,,36,30,,-3.5,
2014-11-20,College of Charleston,57,Connecticut,65,21,36,,30,35,,12.5,124.5
2014-11-20,Drexel,46,Miami,66,20,26,,28,38,,10.5,123.5
2014-11-20,New Mexico,65,Boston College,69,30,35,,36,33,,-5.0,131.0
2014-11-20,Penn State,97,Charlotte,106,34,49,,40,43,,-4.0,136.5
2014-11-20,Detroit,62,Michigan,71,28,34,,27,44,,17.5,146.5
2014-11-20,Niagara,61,Saint Peter's,59,24,37,,20,39,,9.0,
2014-11-20,Texas,71,Iowa,57,24,47,,30,27,,-4.0,146.5
2014-11-20,Texas Southern,58,Tennessee,70,30,28,,30,40,,18.5,137.5
2014-11-20,Fordham,50,Maryland,66,18,32,,23,43,,18.5,
2014-11-20,George Mason,65,West Virginia,91,27,38,,53,38,,10.0,138.5
2014-11-20,Bucknell,65,Villanova,72,26,39,,33,39,,20.0,137.5
2014-11-20,Cornell,45,South Carolina,69,21,24,,35,34,,13.0,
2014-11-20,Florida Atlantic,49,Harvard,71,20,29,,38,33,,16.0,
2014-11-20,South Florida,73,UAB,71,30,31,,33,28,,2.0,
2014-11-20,Southern Methodist,68,Indiana,74,33,35,,38,36,,-1.0,134.5
2014-11-20,UC Davis,63,Eastern Illinois,61,34,29,,33,28,,2.0,
2014-11-20,Idaho,67,Northern Illinois,78,27,40,,39,39,,8.5,
2014-11-20,Loyola Marymount,44,Arizona State,68,22,22,,28,40,,12.0,131.0
2014-11-20,Southern Miss,67,Alabama,81,30,37,,38,43,,13.5,137.5
2014-11-20,Syracuse,59,California,73,22,37,,34,39,,-5.5,131.0
2014-11-20,Denver,62,St. Mary's,78,26,36,,34,44,,10.5,
2014-11-20,Fresno State,52,Northern Arizona,73,23,29,,39,34,,-3.0,
2014-11-20,Nicholls State,74,UCLA,107,29,45,,60,47,,28.0,150.0
2014-11-21,Texas A&M,50,College of Charleston,59,26,24,,20,39,,7.5,118.0
2014-11-21,USC,72,Drexel,70,28,44,,40,30,,-1.5,119.5
2014-11-21,Clemson,70,Gardner-Webb,72,36,34,,34,38,,-6.5,135.5
2014-11-21,Akron,51,Miami,79,30,21,,35,44,,9.0,127.5
2014-11-21,Dayton,64,Connecticut,75,41,23,,41,34,,4.5,127.0
2014-11-21,Seton Hall,68,Nevada,60,37,31,,27,33,,-6.5,130.0
2014-11-21,UNC Greensboro,79,Longwood,81,28,41,,28,41,,-8.5,150.0
2014-11-21,Boston College,66,West Virginia,70,32,34,,21,49,,9.0,141.0
2014-11-21,Cent Conn State,49,Towson,58,15,34,,26,32,,2.5,144.0
2014-11-21,Iowa,63,Syracuse,66,29,34,,34,32,,-2.5,
2014-11-21,Yale,70,Illinois-Chicago,58,40,30,,26,32,,-8.5,132.0
2014-11-21,LSU,61,Old Dominion,70,30,31,,33,37,,-2.0,136.0
2014-11-21,Boston University,65,Kentucky,89,35,30,,40,49,,32.0,129.5
2014-11-21,Charlotte,65,South Carolina,63,29,36,,36,27,,4.0,135.5
2014-11-21,George Washington,42,Virginia,59,26,16,,22,37,,12.5,125.0
2014-11-21,IUPU Fort Wayne,69,Georgia Tech,78,26,43,,32,46,,,134.0
2014-11-21,Loyola of Chicago,52,Michigan State,87,14,38,,38,49,,18.0,132.5
2014-11-21,Stanford,89,UNLV,60,52,37,,29,31,,-8.0,134.5
2014-11-21,Toledo,68,Oregon,78,34,34,,36,42,,6.5,154.0
2014-11-21,Troy,60,Georgia,82,23,37,,38,44,,17.5,138.0
2014-11-21,Wofford,54,Fairfield,36,20,34,,12,24,,-3.5,127.0
2014-11-21,Youngstown State,62,Eastern Michigan,71,33,29,,33,38,,10.0,132.5
2014-11-21,Bethune-Cookman,50,Monmouth,73,19,31,,32,41,,13.0,127.0
2014-11-21,California,55,Texas,71,21,34,,31,40,,5.5,136.0
2014-11-21,Southern Illinois,51,Kent State,74,28,23,,43,31,,4.0,132.0
2014-11-21,Austin Peay,66,Illinois,107,25,41,,46,61,,22.0,146.0
2014-11-21,Louisiana-Monroe,56,Florida,61,29,22,,27,24,,20.5,128.5
2014-11-21,Morehead State,64,Louisiana Tech,73,25,39,,33,40,,10.5,150.0
2014-11-21,North Dakota,72,South Dakota State,74,44,28,,29,45,,12.0,
2014-11-21,Wisc-Milwaukee,68,Oklahoma State,82,27,41,,44,38,,17.5,143.0
2014-11-21,Iona,85,Wake Forest,81,41,44,,33,48,,3.5,155.0
2014-11-21,Georgia State,70,Colorado State,80,34,36,,29,51,,6.5,147.5
2014-11-21,Idaho State,68,Washington State,80,31,37,,32,48,,13.0,132.0
2014-11-21,Illinois State,73,Weber State,64,44,29,,28,36,,-4.0,133.5
2014-11-21,Louisiana-Lafayette,80,Auburn,105,38,42,,45,60,,3.5,150.5
2014-11-21,Marshall,67,Louisville,85,27,40,,41,44,,27.5,144.0
2014-11-21,Oral Roberts,42,Oregon State,55,20,22,,18,37,,-2.5,133.0
2014-11-21,UC Riverside,42,Utah,88,21,21,,48,40,,23.0,129.5
2014-11-21,Penn State,71,Cornell,72,37,34,,28,44,,12.5,
2014-11-21,Sam Houston State,93,South Dakota,85,30,35,,33,32,,-5.5,142.0
2014-11-21,Temple,54,Duke,74,26,28,,36,38,,18.0,148.0
2014-11-21,Delaware,60,Cal Poly,78,22,38,,48,30,,8.0,134.5
2014-11-21,American,63,Presbyterian,38,26,37,,19,19,,-13.5,119.0
2014-11-21,Kansas State,60,Long Beach State,69,26,34,,33,36,,-2.5,140.0
2014-11-21,Pittsburgh,70,Hawaii,74,36,34,,40,34,,-12.5,132.0
2014-11-22,Massachusetts,68,Notre Dame,81,28,40,,31,50,,5.0,
2014-11-22,Saint Peter's,50,La Salle,59,14,36,,23,36,,9.5,
2014-11-22,Appalachian State,65,Virginia Tech,63,29,36,,28,35,,18.0,
2014-11-22,Ball State,69,IUPUI,71,31,30,,32,29,,5.0,
2014-11-22,Drake,75,Western Michigan,91,46,29,,41,50,,12.0,
2014-11-22,Utah State,63,Mississippi State,71,38,25,,34,37,,6.0,
2014-11-22,North Carolina,90,Davidson,72,46,44,,34,38,,-13.5,
2014-11-22,Samford,72,CS Northridge,79,31,41,,37,42,,10.0,
2014-11-22,Nebraska Omaha,97,Marquette,89,44,53,,41,48,,17.0,153.0
2014-11-22,Nevada,50,Clemson,59,24,26,,39,20,,5.0,
2014-11-22,Providence,80,Florida State,54,34,46,,19,35,,1.5,
2014-11-22,South Alabama,53,Detroit,66,20,33,,31,35,,11.0,
2014-11-22,Texas State,67,Texas-San Antonio,80,40,27,,33,47,,-2.0,
2014-11-22,Canisius,53,St. Bonaventure,59,30,23,,28,31,,8.0,
2014-11-22,Elon,67,Northwestern,68,29,32,,27,34,,12.5,
2014-11-22,UMKC,68,Arkansas-Little Rock,73,34,34,,30,43,,,
2014-11-22,Youngstown State,82,Longwood,72,40,42,,33,39,,-7.5,
2014-11-22,Bethune-Cookman,42,Towson,63,16,26,,24,39,,7.0,
2014-11-22,San Jose State,66,CS Fullerton,70,26,40,,32,38,,5.5,
2014-11-22,South Dakota,68,Wofford,72,27,41,,40,32,,11.0,
2014-11-22,Weber State,58,LSU,72,27,31,,28,44,,7.0,
2014-11-22,Yale,53,Southern Illinois,46,27,26,,23,23,,-3.5,
2014-11-22,Manhattan,78,Binghamton,63,43,35,,27,36,,-14.0,
2014-11-22,Brown,66,Indiana State,78,25,41,,36,42,,6.5,
2014-11-22,Colorado,33,Wyoming,56,24,9,,26,30,,-1.5,
2014-11-22,American,44,Louisiana Tech,63,23,21,,34,29,,11.0,
2014-11-22,Chattanooga,67,Tennessee Tech,69,43,24,,26,43,,4.0,
2014-11-22,Eastern Washington,68,Southern Methodist,77,35,33,,43,34,,15.0,
2014-11-22,Nebraska,62,Rhode Island,66,23,30,,19,34,,-1.5,
2014-11-22,UNC Greensboro,62,Eastern Michigan,70,19,43,,30,40,,13.0,
2014-11-22,UNC Wilmington,110,VMI,93,46,64,,45,48,,4.0,
2014-11-22,UNLV,57,Temple,50,24,33,,27,23,,4.0,138.0
2014-11-22,Cent Conn State,50,Monmouth,65,23,27,,31,34,,13.5,
2014-11-22,Illinois-Chicago,60,Kent State,78,29,31,,47,31,,12.0,
2014-11-22,Sam Houston State,74,Fairfield,60,35,39,,33,27,,1.0,
2014-11-22,UC Davis,58,Furman,55,30,28,,27,28,,-4.0,
2014-11-22,Belmont,64,Western Kentucky,63,26,38,,37,26,,3.0,
2014-11-22,Lamar,72,Indiana,85,34,38,,42,43,,29.5,148.0
2014-11-22,Missouri State,68,Texas Tech,80,38,30,,42,38,,5.5,
2014-11-22,Navy,44,Northeastern,68,23,21,,30,38,,13.0,
2014-11-22,William & Mary,69,Rice,65,38,31,,30,35,,-5.5,
2014-11-22,New Mexico State,76,Texas El Paso,77,42,34,,30,47,,7.5,
2014-11-22,Presbyterian,49,Morehead State,69,25,24,,29,40,,15.0,
2014-11-22,Stanford,59,Duke,70,29,30,,40,30,,10.0,145.5
2014-11-22,Boise State,54,Wisconsin,78,24,30,,38,40,,17.5,136.5
2014-11-22,SIU Edwardsville,53,Portland,75,28,25,,46,29,,13.5,
2014-11-23,College of Charleston,61,George Mason,60,37,24,,34,26,,-3.0,
2014-11-23,Florida State,69,Massachusetts,75,35,34,,34,41,,1.5,146.0
2014-11-23,UNC Greensboro,67,Youngstown State,76,34,33,,32,44,,4.5,
2014-11-23,Wofford,64,Sam Houston State,53,26,38,,19,34,,-3.5,
2014-11-23,Illinois-Chicago,60,Southern Illinois,67,21,39,,35,32,,5.5,
2014-11-23,Cornell,59,Drexel,61,26,33,,17,44,,4.5,
2014-11-23,Morehead State,46,American,51,25,21,,20,31,,-2.5,
2014-11-23,Bethune-Cookman,65,Cent Conn State,60,27,38,,35,25,,2.5,
2014-11-23,CS Northridge,88,Arkansas-Little Rock,94,36,33,,41,28,,4.0,
2014-11-23,New Mexico,51,Texas A&M,64,31,20,,26,38,,4.0,123.5
2014-11-23,Longwood,48,Eastern Michigan,79,24,24,,38,41,,16.0,
2014-11-23,Providence,75,Notre Dame,74,39,36,,35,39,,4.5,133.0
2014-11-23,South Dakota,72,Fairfield,80,29,39,,29,39,,2.0,
2014-11-23,Yale,66,Kent State,59,24,42,,32,27,,2.0,
2014-11-23,South Florida,65,North Carolina State,68,29,36,,33,35,,15.0,141.5
2014-11-23,USC,61,Penn State,63,30,31,,31,32,,6.5,
2014-11-23,Boston College,53,Dayton,65,27,26,,34,31,,5.0,130.5
2014-11-23,Samford,64,UMKC,55,39,25,,28,27,,7.5,
2014-11-23,Towson,79,Monmouth,75,29,37,,41,25,,5.5,
2014-11-23,Eastern Illinois,49,Cincinnati,54,26,23,,26,28,,17.5,
2014-11-23,Florida Atlantic,61,Georgia,74,27,34,,35,39,,15.0,137.0
2014-11-23,Presbyterian,48,Louisiana Tech,76,23,25,,40,36,,29.0,
2014-11-23,Binghamton,68,Navy,70,31,37,,32,38,,,
2014-11-23,Gardner-Webb,67,Seton Hall,85,29,38,,39,46,,7.0,138.0
2014-11-23,Iona,78,North Texas,58,32,46,,32,26,,-6.0,
2014-11-23,Montana State,28,Kentucky,86,11,17,,39,47,,39.0,136.5
2014-11-23,Akron,68,South Carolina,63,30,38,,25,38,,6.0,125.0
2014-11-23,Sacred Heart,48,Ohio State,106,27,21,,52,54,,26.5,135.5
2014-11-23,Tennessee State,46,Vanderbilt,78,20,26,,38,40,,19.0,129.5
2014-11-23,West Virginia,78,Connecticut,68,47,31,,32,36,,4.0,134.5
2014-11-23,Manhattan,51,Northeastern,65,24,27,,44,21,,3.0,
2014-11-23,Mercer,62,Colorado State,75,30,32,,40,35,,15.5,
2014-11-23,Northern Arizona,74,Mississippi,80,32,42,,37,43,,15.5,132.5
2014-11-23,Pacific,69,Washington,76,29,40,,36,40,,13.0,134.0
